scenario,year,esc,exporter,importer
default,2050,shipping-lch4,NA,T0498
default,2050,shipping-lch4,NA,T0462
default,2050,shipping-lch4,NA,T0466
default,2050,shipping-lch4,NA,T0522
default,2050,shipping-lch4,NA,T0500
default,2050,shipping-lch4,OM,T0557
default,2050,shipping-lch4,OM,T0492
default,2050,shipping-lch4,OM,T0498
default,2050,shipping-lch4,OM,T0462
default,2050,shipping-lch4,OM,T0466
default,2050,shipping-lch4,OM,T0522
default,2050,shipping-lch4,OM,T0500
default,2050,shipping-lch4,SA,T0557
default,2050,shipping-lch4,SA,T0492
default,2050,shipping-lch4,SA,T0498
default,2050,shipping-lch4,SA,T0462
default,2050,shipping-lch4,SA,T0466
default,2050,shipping-lch4,SA,T0522
default,2050,shipping-lch4,SA,T0500
default,2050,shipping-lch4,TN,T0557
default,2050,shipping-lch4,TN,T0492
default,2050,shipping-lch4,TN,T0498
default,2050,shipping-lch4,TN,T0462
default,2050,shipping-lch4,TN,T0466
default,2050,shipping-lch4,TN,T0522
default,2050,shipping-lch4,TN,T0500
default,2050,shipping-lch4,TR,T0557
default,2050,shipping-lch4,TR,T0492
default,2050,shipping-lch4,TR,T0498
default,2050,shipping-lch4,TR,T0462
default,2050,shipping-lch4,TR,T0466
default,2050,shipping-lch4,TR,T0522
default,2050,shipping-lch4,TR,T0500
default,2050,shipping-lch4,UA,T0557
default,2050,shipping-lch4,UA,T0492
default,2050,shipping-lch4,UA,T0498
default,2050,shipping-lch4,UA,T0462
default,2050,shipping-lch4,UA,T0466
default,2050,shipping-lch4,UA,T0522
default,2050,shipping-lch4,UA,T0500
default,2050,shipping-lch4,US-Northeast,T0557
default,2050,shipping-lch4,US-Northeast,T0492
default,2050,shipping-lch4,US-Northeast,T0498
default,2050,shipping-lch4,US-Northeast,T0462
default,2050,shipping-lch4,US-Northeast,T0466
default,2050,shipping-lch4,US-Northeast,T0522
default,2050,shipping-lch4,US-Northeast,T0500
default,2050,shipping-lch4,US-Southeast,T0557
default,2050,shipping-lch4,US-Southeast,T0492
default,2050,shipping-lch4,US-Southeast,T0498
default,2050,shipping-lch4,US-Southeast,T0462
default,2050,shipping-lch4,US-Southeast,T0466
default,2050,shipping-lch4,US-Southeast,T0522
default,2050,shipping-lch4,US-Southeast,T0500
default,2050,shipping-lch4,US-Northwest,T0557
default,2050,shipping-lch4,US-Northwest,T0492
default,2050,shipping-lch4,US-Northwest,T0498
default,2050,shipping-lch4,US-Northwest,T0462
default,2050,shipping-lch4,US-Northwest,T0466
default,2050,shipping-lch4,US-Northwest,T0522
default,2050,shipping-lch4,US-Northwest,T0500
default,2050,shipping-lch4,US-South,T0557
default,2050,shipping-lch4,US-South,T0492
default,2050,shipping-lch4,US-South,T0498
default,2050,shipping-lch4,US-South,T0462
default,2050,shipping-lch4,US-South,T0466
default,2050,shipping-lch4,US-South,T0522
default,2050,shipping-lch4,US-South,T0500
default,2050,shipping-lch4,US-Southwest,T0557
default,2050,shipping-lch4,US-Southwest,T0492
default,2050,shipping-lch4,US-Southwest,T0498
default,2050,shipping-lch4,US-Southwest,T0462
default,2050,shipping-lch4,US-Southwest,T0466
default,2050,shipping-lch4,US-Southwest,T0522
default,2050,shipping-lch4,US-Southwest,T0500
default,2050,shipping-lch4,US-Alaska,T0557
default,2050,shipping-lch4,US-Alaska,T0492
default,2050,shipping-lch4,US-Alaska,T0498
default,2050,shipping-lch4,US-Alaska,T0462
default,2050,shipping-lch4,US-Alaska,T0466
default,2050,shipping-lch4,US-Alaska,T0522
default,2050,shipping-lch4,US-Alaska,T0500
default,2050,shipping-lch4,MX,T0557
default,2050,shipping-lch4,MX,T0492
default,2050,shipping-lch4,MX,T0498
default,2050,shipping-lch4,MX,T0462
default,2050,shipping-lch4,MX,T0466
default,2050,shipping-lch4,MX,T0522
default,2050,shipping-lch4,MX,T0500
default,2050,shipping-lch4,PK,T0557
default,2050,shipping-lch4,PK,T0492
default,2050,shipping-lch4,PK,T0498
default,2050,shipping-lch4,PK,T0462
default,2050,shipping-lch4,PK,T0466
default,2050,shipping-lch4,PK,T0522
default,2050,shipping-lch4,PK,T0500
default,2050,shipping-lch4,TH,T0557
default,2050,shipping-lch4,TH,T0492
default,2050,shipping-lch4,TH,T0498
default,2050,shipping-lch4,TH,T0462
default,2050,shipping-lch4,TH,T0466
default,2050,shipping-lch4,TH,T0522
default,2050,shipping-lch4,TH,T0500
default,2050,shipping-lch4,ZA,T0557
default,2050,shipping-lch4,ZA,T0492
default,2050,shipping-lch4,ZA,T0498
default,2050,shipping-lch4,ZA,T0462
default,2050,shipping-lch4,ZA,T0466
default,2050,shipping-lch4,ZA,T0522
default,2050,shipping-lch4,ZA,T0500
default,2050,shipping-lch4,KE,T0557
default,2050,shipping-lch4,KE,T0492
default,2050,shipping-lch4,KE,T0498
default,2050,shipping-lch4,KE,T0462
default,2050,shipping-lch4,KE,T0466
default,2050,shipping-lch4,KE,T0522
default,2050,shipping-lch4,KE,T0500
default,2050,shipping-lch4,TZ,T0557
default,2050,shipping-lch4,TZ,T0492
default,2050,shipping-lch4,TZ,T0498
default,2050,shipping-lch4,TZ,T0462
default,2050,shipping-lch4,TZ,T0466
default,2050,shipping-lch4,TZ,T0522
default,2050,shipping-lch4,TZ,T0500
default,2050,shipping-lch4,NG,T0557
default,2050,shipping-lch4,NG,T0492
default,2050,shipping-lch4,NG,T0498
default,2050,shipping-lch4,NG,T0462
default,2050,shipping-lch4,NG,T0466
default,2050,shipping-lch4,NG,T0522
default,2050,shipping-lch4,NG,T0500
default,2050,shipping-lch4,AO,T0557
default,2050,shipping-lch4,AO,T0492
default,2050,shipping-lch4,AO,T0498
default,2050,shipping-lch4,AO,T0462
default,2050,shipping-lch4,AO,T0466
default,2050,shipping-lch4,AO,T0522
default,2050,shipping-lch4,AO,T0500
default,2050,shipping-lch4,ET,T0557
default,2050,shipping-lch4,ET,T0492
default,2050,shipping-lch4,ET,T0498
default,2050,shipping-lch4,ET,T0462
default,2050,shipping-lch4,ET,T0466
default,2050,shipping-lch4,ET,T0522
default,2050,shipping-lch4,ET,T0500
default,2050,shipping-lch4,MZ,T0557
default,2050,shipping-lch4,MZ,T0492
default,2050,shipping-lch4,MZ,T0498
default,2050,shipping-lch4,MZ,T0462
default,2050,shipping-lch4,MZ,T0466
default,2050,shipping-lch4,MZ,T0522
default,2050,shipping-lch4,MZ,T0500
default,2050,shipping-lch4,ER,T0557
default,2050,shipping-lch4,ER,T0492
default,2050,shipping-lch4,ER,T0498
default,2050,shipping-lch4,ER,T0462
default,2050,shipping-lch4,ER,T0466
default,2050,shipping-lch4,ER,T0522
default,2050,shipping-lch4,ER,T0500
default,2050,shipping-lch4,MR,T0557
default,2050,shipping-lch4,MR,T0492
default,2050,shipping-lch4,MR,T0498
default,2050,shipping-lch4,MR,T0462
default,2050,shipping-lch4,MR,T0466
default,2050,shipping-lch4,MR,T0522
default,2050,shipping-lch4,MR,T0500
default,2050,shipping-lch4,SN,T0557
default,2050,shipping-lch4,SN,T0492
default,2050,shipping-lch4,SN,T0498
default,2050,shipping-lch4,SN,T0462
default,2050,shipping-lch4,SN,T0466
default,2050,shipping-lch4,SN,T0522
default,2050,shipping-lch4,SN,T0500
default,2050,shipping-lch4,UY,T0557
default,2050,shipping-lch4,UY,T0492
default,2050,shipping-lch4,UY,T0498
default,2050,shipping-lch4,UY,T0462
default,2050,shipping-lch4,UY,T0466
default,2050,shipping-lch4,UY,T0522
default,2050,shipping-lch4,UY,T0500
default,2050,shipping-lch4,CO,T0557
default,2050,shipping-lch4,CO,T0492
default,2050,shipping-lch4,CO,T0498
default,2050,shipping-lch4,CO,T0462
default,2050,shipping-lch4,CO,T0466
default,2050,shipping-lch4,CO,T0522
default,2050,shipping-lch4,CO,T0500
default,2050,shipping-lch4,PE,T0557
default,2050,shipping-lch4,PE,T0492
default,2050,shipping-lch4,PE,T0498
default,2050,shipping-lch4,PE,T0462
default,2050,shipping-lch4,PE,T0466
default,2050,shipping-lch4,PE,T0522
default,2050,shipping-lch4,PE,T0500
default,2050,shipping-lch4,IN-Northwest,T0557
default,2050,shipping-lch4,IN-Northwest,T0492
default,2050,shipping-lch4,IN-Northwest,T0498
default,2050,shipping-lch4,IN-Northwest,T0462
default,2050,shipping-lch4,IN-Northwest,T0466
default,2050,shipping-lch4,IN-Northwest,T0522
default,2050,shipping-lch4,IN-Northwest,T0500
default,2050,shipping-lch4,IN-South,T0557
default,2050,shipping-lch4,IN-South,T0492
default,2050,shipping-lch4,IN-South,T0498
default,2050,shipping-lch4,IN-South,T0462
default,2050,shipping-lch4,IN-South,T0466
default,2050,shipping-lch4,IN-South,T0522
default,2050,shipping-lch4,IN-South,T0500
default,2050,shipping-lch4,IN-East,T0557
default,2050,shipping-lch4,IN-East,T0492
default,2050,shipping-lch4,IN-East,T0498
default,2050,shipping-lch4,IN-East,T0462
default,2050,shipping-lch4,IN-East,T0466
default,2050,shipping-lch4,IN-East,T0522
default,2050,shipping-lch4,IN-East,T0500
default,2050,shipping-lch4,MG,T0557
default,2050,shipping-lch4,MG,T0492
default,2050,shipping-lch4,MG,T0498
default,2050,shipping-lch4,MG,T0462
default,2050,shipping-lch4,MG,T0466
default,2050,shipping-lch4,MG,T0522
default,2050,shipping-lch4,MG,T0500
default,2050,shipping-lch4,BO,T0557
default,2050,shipping-lch4,BO,T0492
default,2050,shipping-lch4,BO,T0498
default,2050,shipping-lch4,BO,T0462
default,2050,shipping-lch4,BO,T0466
default,2050,shipping-lch4,BO,T0522
default,2050,shipping-lch4,BO,T0500
default,2050,shipping-lh2,AR-South,T0557
default,2050,shipping-lh2,AR-South,T0492
default,2050,shipping-lh2,AR-South,T0498
default,2050,shipping-lh2,AR-South,T0462
default,2050,shipping-lh2,AR-South,T0466
default,2050,shipping-lh2,AR-South,T0522
default,2050,shipping-lh2,AR-South,T0500
default,2050,shipping-lh2,AR-North,T0557
default,2050,shipping-lh2,AR-North,T0492
default,2050,shipping-lh2,AR-North,T0498
default,2050,shipping-lh2,AR-North,T0462
default,2050,shipping-lh2,AR-North,T0466
default,2050,shipping-lh2,AR-North,T0522
default,2050,shipping-lh2,AR-North,T0500
default,2050,shipping-lh2,AU-West,T0557
default,2050,shipping-lh2,AU-West,T0492
default,2050,shipping-lh2,AU-West,T0498
default,2050,shipping-lh2,AU-West,T0462
default,2050,shipping-lh2,AU-West,T0466
default,2050,shipping-lh2,AU-West,T0522
default,2050,shipping-lh2,AU-West,T0500
default,2050,shipping-lh2,AU-East,T0557
default,2050,shipping-lh2,AU-East,T0492
default,2050,shipping-lh2,AU-East,T0498
default,2050,shipping-lh2,AU-East,T0462
default,2050,shipping-lh2,AU-East,T0466
default,2050,shipping-lh2,AU-East,T0522
default,2050,shipping-lh2,AU-East,T0500
default,2050,shipping-lh2,BR-Northeast,T0557
default,2050,shipping-lh2,BR-Northeast,T0492
default,2050,shipping-lh2,BR-Northeast,T0498
default,2050,shipping-lh2,BR-Northeast,T0462
default,2050,shipping-lh2,BR-Northeast,T0466
default,2050,shipping-lh2,BR-Northeast,T0522
default,2050,shipping-lh2,BR-Northeast,T0500
default,2050,shipping-lh2,BR-Southeast,T0557
default,2050,shipping-lh2,BR-Southeast,T0492
default,2050,shipping-lh2,BR-Southeast,T0498
default,2050,shipping-lh2,BR-Southeast,T0462
default,2050,shipping-lh2,BR-Southeast,T0466
default,2050,shipping-lh2,BR-Southeast,T0522
default,2050,shipping-lh2,BR-Southeast,T0500
default,2050,shipping-lh2,CA-East,T0557
default,2050,shipping-lh2,CA-East,T0492
default,2050,shipping-lh2,CA-East,T0498
default,2050,shipping-lh2,CA-East,T0462
default,2050,shipping-lh2,CA-East,T0466
default,2050,shipping-lh2,CA-East,T0522
default,2050,shipping-lh2,CA-East,T0500
default,2050,shipping-lh2,CL,T0557
default,2050,shipping-lh2,CL,T0492
default,2050,shipping-lh2,CL,T0498
default,2050,shipping-lh2,CL,T0462
default,2050,shipping-lh2,CL,T0466
default,2050,shipping-lh2,CL,T0522
default,2050,shipping-lh2,CL,T0500
default,2050,shipping-lh2,CN-Northeast,T0557
default,2050,shipping-lh2,CN-Northeast,T0492
default,2050,shipping-lh2,CN-Northeast,T0498
default,2050,shipping-lh2,CN-Northeast,T0462
default,2050,shipping-lh2,CN-Northeast,T0466
default,2050,shipping-lh2,CN-Northeast,T0522
default,2050,shipping-lh2,CN-Northeast,T0500
default,2050,shipping-lh2,CN-Southeast,T0557
default,2050,shipping-lh2,CN-Southeast,T0492
default,2050,shipping-lh2,CN-Southeast,T0498
default,2050,shipping-lh2,CN-Southeast,T0462
default,2050,shipping-lh2,CN-Southeast,T0466
default,2050,shipping-lh2,CN-Southeast,T0522
default,2050,shipping-lh2,CN-Southeast,T0500
default,2050,shipping-lh2,DZ,T0557
default,2050,shipping-lh2,DZ,T0492
default,2050,shipping-lh2,DZ,T0498
default,2050,shipping-lh2,DZ,T0462
default,2050,shipping-lh2,DZ,T0466
default,2050,shipping-lh2,DZ,T0522
default,2050,shipping-lh2,DZ,T0500
default,2050,shipping-lh2,EG,T0557
default,2050,shipping-lh2,EG,T0492
default,2050,shipping-lh2,EG,T0498
default,2050,shipping-lh2,EG,T0462
default,2050,shipping-lh2,EG,T0466
default,2050,shipping-lh2,EG,T0522
default,2050,shipping-lh2,EG,T0500
default,2050,shipping-lh2,LY,T0557
default,2050,shipping-lh2,LY,T0492
default,2050,shipping-lh2,LY,T0498
default,2050,shipping-lh2,LY,T0462
default,2050,shipping-lh2,LY,T0466
default,2050,shipping-lh2,LY,T0522
default,2050,shipping-lh2,LY,T0500
default,2050,shipping-lh2,MA,T0557
default,2050,shipping-lh2,MA,T0492
default,2050,shipping-lh2,MA,T0498
default,2050,shipping-lh2,MA,T0462
default,2050,shipping-lh2,MA,T0466
default,2050,shipping-lh2,MA,T0522
default,2050,shipping-lh2,MA,T0500
default,2050,shipping-lh2,EH,T0557
default,2050,shipping-lh2,EH,T0492
default,2050,shipping-lh2,EH,T0498
default,2050,shipping-lh2,EH,T0462
default,2050,shipping-lh2,EH,T0466
default,2050,shipping-lh2,EH,T0522
default,2050,shipping-lh2,EH,T0500
default,2050,shipping-lh2,NA,T0557
default,2050,shipping-lh2,NA,T0492
default,2050,shipping-lh2,NA,T0498
default,2050,shipping-lh2,NA,T0462
default,2050,shipping-lh2,NA,T0466
default,2050,shipping-lh2,NA,T0522
default,2050,shipping-lh2,NA,T0500
default,2050,shipping-lh2,OM,T0557
default,2050,shipping-lh2,OM,T0492
default,2050,shipping-lh2,OM,T0498
default,2050,shipping-lh2,OM,T0462
default,2050,shipping-lh2,OM,T0466
default,2050,shipping-lh2,OM,T0522
default,2050,shipping-lh2,OM,T0500
default,2050,shipping-lh2,SA,T0557
default,2050,shipping-lh2,SA,T0492
default,2050,shipping-lh2,SA,T0498
default,2050,shipping-lh2,SA,T0462
default,2050,shipping-lh2,SA,T0466
default,2050,shipping-lh2,SA,T0522
default,2050,shipping-lh2,SA,T0500
default,2050,shipping-lh2,TN,T0557
default,2050,shipping-lh2,TN,T0492
default,2050,shipping-lh2,TN,T0498
default,2050,shipping-lh2,TN,T0462
default,2050,shipping-lh2,TN,T0466
default,2050,shipping-lh2,TN,T0522
default,2050,shipping-lh2,TN,T0500
default,2050,shipping-lh2,TR,T0557
default,2050,shipping-lh2,TR,T0492
default,2050,shipping-lh2,TR,T0498
default,2050,shipping-lh2,TR,T0462
default,2050,shipping-lh2,TR,T0466
default,2050,shipping-lh2,TR,T0522
default,2050,shipping-lh2,TR,T0500
default,2050,shipping-lh2,UA,T0557
default,2050,shipping-lh2,UA,T0492
default,2050,shipping-lh2,UA,T0498
default,2050,shipping-lh2,UA,T0462
default,2050,shipping-lh2,UA,T0466
default,2050,shipping-lh2,UA,T0522
default,2050,shipping-lh2,UA,T0500
default,2050,shipping-lh2,US-Northeast,T0557
default,2050,shipping-lh2,US-Northeast,T0492
default,2050,shipping-lh2,US-Northeast,T0498
default,2050,shipping-lh2,US-Northeast,T0462
default,2050,shipping-lh2,US-Northeast,T0466
default,2050,shipping-lh2,US-Northeast,T0522
default,2050,shipping-lh2,US-Northeast,T0500
default,2050,shipping-lh2,US-Southeast,T0557
default,2050,shipping-lh2,US-Southeast,T0492
default,2050,shipping-lh2,US-Southeast,T0498
default,2050,shipping-lh2,US-Southeast,T0462
default,2050,shipping-lh2,US-Southeast,T0466
default,2050,shipping-lh2,US-Southeast,T0522
default,2050,shipping-lh2,US-Southeast,T0500
default,2050,shipping-lh2,US-Northwest,T0557
default,2050,shipping-lh2,US-Northwest,T0492
default,2050,shipping-lh2,US-Northwest,T0498
default,2050,shipping-lh2,US-Northwest,T0462
default,2050,shipping-lh2,US-Northwest,T0466
default,2050,shipping-lh2,US-Northwest,T0522
default,2050,shipping-lh2,US-Northwest,T0500
default,2050,shipping-lh2,US-South,T0557
default,2050,shipping-lh2,US-South,T0492
default,2050,shipping-lh2,US-South,T0498
default,2050,shipping-lh2,US-South,T0462
default,2050,shipping-lh2,US-South,T0466
default,2050,shipping-lh2,US-South,T0522
default,2050,shipping-lh2,US-South,T0500
default,2050,shipping-lh2,US-Southwest,T0557
default,2050,shipping-lh2,US-Southwest,T0492
default,2050,shipping-lh2,US-Southwest,T0498
default,2050,shipping-lh2,US-Southwest,T0462
default,2050,shipping-lh2,US-Southwest,T0466
default,2050,shipping-lh2,US-Southwest,T0522
default,2050,shipping-lh2,US-Southwest,T0500
default,2050,shipping-lh2,US-Alaska,T0557
default,2050,shipping-lh2,US-Alaska,T0492
default,2050,shipping-lh2,US-Alaska,T0498
default,2050,shipping-lh2,US-Alaska,T0462
default,2050,shipping-lh2,US-Alaska,T0466
default,2050,shipping-lh2,US-Alaska,T0522
default,2050,shipping-lh2,US-Alaska,T0500
default,2050,shipping-lh2,MX,T0557
default,2050,shipping-lh2,MX,T0492
default,2050,shipping-lh2,MX,T0498
default,2050,shipping-lh2,MX,T0462
default,2050,shipping-lh2,MX,T0466
default,2050,shipping-lh2,MX,T0522
default,2050,shipping-lh2,MX,T0500
default,2050,shipping-lh2,PK,T0557
default,2050,shipping-lh2,PK,T0492
default,2050,shipping-lh2,PK,T0498
default,2050,shipping-lh2,PK,T0462
default,2050,shipping-lh2,PK,T0466
default,2050,shipping-lh2,PK,T0522
default,2050,shipping-lh2,PK,T0500
default,2050,shipping-lh2,TH,T0557
default,2050,shipping-lh2,TH,T0492
default,2050,shipping-lh2,TH,T0498
default,2050,shipping-lh2,TH,T0462
default,2050,shipping-lh2,TH,T0466
default,2050,shipping-lh2,TH,T0522
default,2050,shipping-lh2,TH,T0500
default,2050,shipping-lh2,ZA,T0557
default,2050,shipping-lh2,ZA,T0492
default,2050,shipping-lh2,ZA,T0498
default,2050,shipping-lh2,ZA,T0462
default,2050,shipping-lh2,ZA,T0466
default,2050,shipping-lh2,ZA,T0522
default,2050,shipping-lh2,ZA,T0500
default,2050,shipping-lh2,KE,T0557
default,2050,shipping-lh2,KE,T0492
default,2050,shipping-lh2,KE,T0498
default,2050,shipping-lh2,KE,T0462
default,2050,shipping-lh2,KE,T0466
default,2050,shipping-lh2,KE,T0522
default,2050,shipping-lh2,KE,T0500
default,2050,shipping-lh2,TZ,T0557
default,2050,shipping-lh2,TZ,T0492
default,2050,shipping-lh2,TZ,T0498
default,2050,shipping-lh2,TZ,T0462
default,2050,shipping-lh2,TZ,T0466
default,2050,shipping-lh2,TZ,T0522
default,2050,shipping-lh2,TZ,T0500
default,2050,shipping-lh2,NG,T0557
default,2050,shipping-lh2,NG,T0492
default,2050,shipping-lh2,NG,T0498
default,2050,shipping-lh2,NG,T0462
default,2050,shipping-lh2,NG,T0466
default,2050,shipping-lh2,NG,T0522
default,2050,shipping-lh2,NG,T0500
default,2050,shipping-lh2,AO,T0557
default,2050,shipping-lh2,AO,T0492
default,2050,shipping-lh2,AO,T0498
default,2050,shipping-lh2,AO,T0462
default,2050,shipping-lh2,AO,T0466
default,2050,shipping-lh2,AO,T0522
default,2050,shipping-lh2,AO,T0500
default,2050,shipping-lh2,ET,T0557
default,2050,shipping-lh2,ET,T0492
default,2050,shipping-lh2,ET,T0498
default,2050,shipping-lh2,ET,T0462
default,2050,shipping-lh2,ET,T0466
default,2050,shipping-lh2,ET,T0522
default,2050,shipping-lh2,ET,T0500
default,2050,shipping-lh2,MZ,T0557
default,2050,shipping-lh2,MZ,T0492
default,2050,shipping-lh2,MZ,T0498
default,2050,shipping-lh2,MZ,T0462
default,2050,shipping-lh2,MZ,T0466
default,2050,shipping-lh2,MZ,T0522
default,2050,shipping-lh2,MZ,T0500
default,2050,shipping-lh2,ER,T0557
default,2050,shipping-lh2,ER,T0492
default,2050,shipping-lh2,ER,T0498
default,2050,shipping-lh2,ER,T0462
default,2050,shipping-lh2,ER,T0466
default,2050,shipping-lh2,ER,T0522
default,2050,shipping-lh2,ER,T0500
default,2050,shipping-lh2,MR,T0557
default,2050,shipping-lh2,MR,T0492
default,2050,shipping-lh2,MR,T0498
default,2050,shipping-lh2,MR,T0462
default,2050,shipping-lh2,MR,T0466
default,2050,shipping-lh2,MR,T0522
default,2050,shipping-lh2,MR,T0500
default,2050,shipping-lh2,SN,T0557
default,2050,shipping-lh2,SN,T0492
default,2050,shipping-lh2,SN,T0498
default,2050,shipping-lh2,SN,T0462
default,2050,shipping-lh2,SN,T0466
default,2050,shipping-lh2,SN,T0522
default,2050,shipping-lh2,SN,T0500
default,2050,shipping-lh2,UY,T0557
default,2050,shipping-lh2,UY,T0492
default,2050,shipping-lh2,UY,T0498
default,2050,shipping-lh2,UY,T0462
default,2050,shipping-lh2,UY,T0466
default,2050,shipping-lh2,UY,T0522
default,2050,shipping-lh2,UY,T0500
default,2050,shipping-lh2,CO,T0557
default,2050,shipping-lh2,CO,T0492
default,2050,shipping-lh2,CO,T0498
default,2050,shipping-lh2,CO,T0462
default,2050,shipping-lh2,CO,T0466
default,2050,shipping-lh2,CO,T0522
default,2050,shipping-lh2,CO,T0500
default,2050,shipping-lh2,PE,T0557
default,2050,shipping-lh2,PE,T0492
default,2050,shipping-lh2,PE,T0498
default,2050,shipping-lh2,PE,T0462
default,2050,shipping-lh2,PE,T0466
default,2050,shipping-lh2,PE,T0522
default,2050,shipping-lh2,PE,T0500
default,2050,shipping-lh2,IN-Northwest,T0557
default,2050,shipping-lh2,IN-Northwest,T0492
default,2050,shipping-lh2,IN-Northwest,T0498
default,2050,shipping-lh2,IN-Northwest,T0462
default,2050,shipping-lh2,IN-Northwest,T0466
default,2050,shipping-lh2,IN-Northwest,T0522
default,2050,shipping-lh2,IN-Northwest,T0500
default,2050,shipping-lh2,IN-South,T0557
default,2050,shipping-lh2,IN-South,T0492
default,2050,shipping-lh2,IN-South,T0498
default,2050,shipping-lh2,IN-South,T0462
default,2050,shipping-lh2,IN-South,T0466
default,2050,shipping-lh2,IN-South,T0522
default,2050,shipping-lh2,IN-South,T0500
default,2050,shipping-lh2,IN-East,T0557
default,2050,shipping-lh2,IN-East,T0492
default,2050,shipping-lh2,IN-East,T0498
default,2050,shipping-lh2,IN-East,T0462
default,2050,shipping-lh2,IN-East,T0466
default,2050,shipping-lh2,IN-East,T0522
default,2050,shipping-lh2,IN-East,T0500
default,2050,shipping-lh2,MG,T0557
default,2050,shipping-lh2,MG,T0492
default,2050,shipping-lh2,MG,T0498
default,2050,shipping-lh2,MG,T0462
default,2050,shipping-lh2,MG,T0466
default,2050,shipping-lh2,MG,T0522
default,2050,shipping-lh2,MG,T0500
default,2050,shipping-lh2,BO,T0557
default,2050,shipping-lh2,BO,T0492
default,2050,shipping-lh2,BO,T0498
default,2050,shipping-lh2,BO,T0462
default,2050,shipping-lh2,BO,T0466
default,2050,shipping-lh2,BO,T0522
default,2050,shipping-lh2,BO,T0500
default,2050,shipping-lnh3,AR-South,T0557
default,2050,shipping-lnh3,AR-South,T0492
default,2050,shipping-lnh3,AR-South,T0498
default,2050,shipping-lnh3,AR-South,T0462
default,2050,shipping-lnh3,AR-South,T0466
default,2050,shipping-lnh3,AR-South,T0522
default,2050,shipping-lnh3,AR-South,T0500
default,2050,shipping-lnh3,AR-North,T0557
default,2050,shipping-lnh3,AR-North,T0492
default,2050,shipping-lnh3,AR-North,T0498
default,2050,shipping-lnh3,AR-North,T0462
default,2050,shipping-lnh3,AR-North,T0466
default,2050,shipping-lnh3,AR-North,T0522
default,2050,shipping-lnh3,AR-North,T0500
default,2050,shipping-lnh3,AU-West,T0557
default,2050,shipping-lnh3,AU-West,T0492
default,2050,shipping-lnh3,AU-West,T0498
default,2050,shipping-lnh3,AU-West,T0462
default,2050,shipping-lnh3,AU-West,T0466
default,2050,shipping-lnh3,AU-West,T0522
default,2050,shipping-lnh3,AU-West,T0500
default,2050,shipping-lnh3,AU-East,T0557
default,2050,shipping-lnh3,AU-East,T0492
default,2050,shipping-lnh3,AU-East,T0498
default,2050,shipping-lnh3,AU-East,T0462
default,2050,shipping-lnh3,AU-East,T0466
default,2050,shipping-lnh3,AU-East,T0522
default,2050,shipping-lnh3,AU-East,T0500
default,2050,shipping-lnh3,BR-Northeast,T0557
default,2050,shipping-lnh3,BR-Northeast,T0492
default,2050,shipping-lnh3,BR-Northeast,T0498
default,2050,shipping-lnh3,BR-Northeast,T0462
default,2050,shipping-lnh3,BR-Northeast,T0466
default,2050,shipping-lnh3,BR-Northeast,T0522
default,2050,shipping-lnh3,BR-Northeast,T0500
default,2050,shipping-lnh3,BR-Southeast,T0557
default,2050,shipping-lnh3,BR-Southeast,T0492
default,2050,shipping-lnh3,BR-Southeast,T0498
default,2050,shipping-lnh3,BR-Southeast,T0462
default,2050,shipping-lnh3,BR-Southeast,T0466
default,2050,shipping-lnh3,BR-Southeast,T0522
default,2050,shipping-lnh3,BR-Southeast,T0500
default,2050,shipping-lnh3,CA-East,T0557
default,2050,shipping-lnh3,CA-East,T0492
default,2050,shipping-lnh3,CA-East,T0498
default,2050,shipping-lnh3,CA-East,T0462
default,2050,shipping-lnh3,CA-East,T0466
default,2050,shipping-lnh3,CA-East,T0522
default,2050,shipping-lnh3,CA-East,T0500
default,2050,shipping-lnh3,CL,T0557
default,2050,shipping-lnh3,CL,T0492
default,2050,shipping-lnh3,CL,T0498
default,2050,shipping-lnh3,CL,T0462
default,2050,shipping-lnh3,CL,T0466
default,2050,shipping-lnh3,CL,T0522
default,2050,shipping-lnh3,CL,T0500
default,2050,shipping-lnh3,CN-Northeast,T0557
default,2050,shipping-lnh3,CN-Northeast,T0492
default,2050,shipping-lnh3,CN-Northeast,T0498
default,2050,shipping-lnh3,CN-Northeast,T0462
default,2050,shipping-lnh3,CN-Northeast,T0466
default,2050,shipping-lnh3,CN-Northeast,T0522
default,2050,shipping-lnh3,CN-Northeast,T0500
default,2050,shipping-lnh3,CN-Southeast,T0557
default,2050,shipping-lnh3,CN-Southeast,T0492
default,2050,shipping-lnh3,CN-Southeast,T0498
default,2050,shipping-lnh3,CN-Southeast,T0462
default,2050,shipping-lnh3,CN-Southeast,T0466
default,2050,shipping-lnh3,CN-Southeast,T0522
default,2050,shipping-lnh3,CN-Southeast,T0500
default,2050,shipping-lnh3,DZ,T0557
default,2050,shipping-lnh3,DZ,T0492
default,2050,shipping-lnh3,DZ,T0498
default,2050,shipping-lnh3,DZ,T0462
default,2050,shipping-lnh3,DZ,T0466
default,2050,shipping-lnh3,DZ,T0522
default,2050,shipping-lnh3,DZ,T0500
default,2050,shipping-lnh3,EG,T0557
default,2050,shipping-lnh3,EG,T0492
default,2050,shipping-lnh3,EG,T0498
default,2050,shipping-lnh3,EG,T0462
default,2050,shipping-lnh3,EG,T0466
default,2050,shipping-lnh3,EG,T0522
default,2050,shipping-lnh3,EG,T0500
default,2050,shipping-lnh3,LY,T0557
